,name,category,star,star_count,review,address,위도,경도
325,사랑이네김밥,분식,1.0,1건,0,서울 서초구 효령로 314,37.4853058757741,127.018559459555
326,소담 교대점,한식,0.0,0건,2,서울 서초구 사임당로8길 4,37.4883932032357,127.015249245506
327,왕솥뚜껑생삼겹살,한식,0.0,0건,0,서울 서초구 서초동 1428-4,37.4840261821836,127.020677425865
328,더치앤빈 남부터미널점,커피전문점,0.0,0건,0,서울 서초구 서초중앙로2길 35,37.484096350928,127.019192893295
329,떡의명가하늘채,"떡,한과",5.0,1건,0,서울 서초구 서초중앙로2길 21,37.4839059857673,127.018515809239
330,시골밥상,"족발,보쌈",3.0,1건,0,서울 서초구 남부순환로333길 27,37.4838959183475,127.020551322109
331,교대오리삼겹살뷔페,고기뷔페,0.0,0건,0,서울 서초구 사임당로 21,37.4879304099777,127.012481502204
332,화평냉면지짐이,"호프,요리주점",4.0,3건,1,서울 서초구 효령로 307,37.4855962923795,127.01783408772
333,만랩커피 남부터미널점,커피전문점,0.0,0건,0,서울 서초구 서초동 1446-11,37.4831095760729,127.016112094844
334,센트로커피,카페,0.0,0건,2,서울 서초구 효령로55길 39 1층,37.486578275487,127.014014385044
335,그릴드치즈,샌드위치,0.0,0건,0,서울 서초구 서초중앙로 50 신현빌딩 1층,37.4863900179681,127.015738653675
336,착형,카페,3.5,2건,3,서울 서초구 효령로 304 국제전자센터 지하1층 1024호,37.4847315992014,127.017803806463
337,소담화플라워카페,테마카페,0.0,0건,0,서울 서초구 남부순환로323길 56-3 1층,37.4836338180914,127.013689903976
338,강구항을지로골뱅이,"호프,요리주점",2.5,4건,1,서울 서초구 효령로 303,37.4854765326893,127.017334073774
339,유황오리,오리,0.0,0건,0,서울 서초구 서초중앙로8길 143,37.487689094807,127.023344650975
340,금잔디샵,"떡,한과",0.0,0건,0,서울 서초구 효령로68길 84,37.4855576929787,127.020292399663
341,밀라노,술집,1.0,1건,0,서울 서초구 반포대로12길 29,37.4852490619679,127.012834278618
342,미셸푸드카페안젤로 서초평화지점,카페,4.0,1건,0,서울 서초구 반포대로 22,37.4828043695941,127.012703271873
343,정선할매곤드레밥 교대점,한식,0.0,0건,1,서울 서초구 사임당로 26,37.4876445587152,127.012960084157
344,크림앤토마토,분식,4.6,5건,11,서울 서초구 효령로 304,37.4847315992014,127.017803806463
345,경성찹쌀꽈배기,"제과,베이커리",0.0,0건,0,서울 서초구 서초중앙로 45 1층,37.4857832271806,127.015448732619
346,장충동왕족발,"족발,보쌈",0.0,0건,0,서울 서초구 서초중앙로 14,37.4835986618593,127.017864818801
347,부뚜막,"육류,고기",3.0,2건,0,서울 서초구 효령로51길 18,37.4852102552666,127.012585523868
348,클럽1d1m,카페,0.0,0건,2,서울 서초구 서초중앙로6길 29,37.4866574263629,127.01711273039
349,짱이야산곰장어,장어,0.0,0건,0,서울 서초구 사임당로 39,37.4884189352008,127.014095010132
350,뜨레봉뺑,"제과,베이커리",5.0,3건,0,서울 서초구 효령로68길 59,37.485318474744,127.02181230117
351,서초꽈배기,"제과,베이커리",0.0,0건,2,서울 서초구 효령로57길 4,37.4854189072992,127.017065185618
352,삼미감자탕,감자탕,0.0,0건,0,서울 서초구 서초중앙로5길 10-8,37.4858654442726,127.015099594605
353,아워홈 게임빌서초점,한식,5.0,1건,0,서울 서초구 서초중앙로 4,37.482713030212,127.018063486739
354,소공동뚝배기집 남부터미널본점,"찌개,전골",2.8,5건,0,서울 서초구 반포대로8길 5-10,37.4835643151568,127.012375060231
355,남부식당,한식,0.0,0건,0,서울 서초구 반포대로10길 45,37.48417111057,127.014273308255
356,이조,한식,4.0,2건,3,서울 서초구 효령로 304,37.4847315992014,127.017803806463
357,A1,칵테일바,0.0,0건,0,서울 서초구 서초대로50길 104,37.4885454809991,127.013718729127
358,커피킹,카페,5.0,2건,0,서울 서초구 사임당로8길 4,37.4883932032357,127.015249245506
359,명동칼국수,국수,3.0,2건,0,서울 서초구 효령로 304,37.4847315992014,127.017803806463
360,더휴,카페,0.0,0건,1,서울 서초구 반포대로14길 27 1층,37.4858323367831,127.01234513203
361,오즈룸,"제과,베이커리",0.0,0건,0,서울 서초구 효령로66길 2 동원빌딩 1층,37.4864632029303,127.022309912375
362,서초마을&포차,실내포장마차,0.0,0건,0,서울 서초구 사임당로 21,37.4879304099777,127.012481502204
363,서초맛골집,한식,3.0,1건,0,서울 서초구 남부순환로337가길 33,37.4839431212365,127.023504377489
364,류,일본식주점,0.0,0건,9,서울 서초구 서초중앙로8길 12,37.4865382572739,127.016231214753
365,예술다방,카페,0.0,0건,1,서울 서초구 반포대로10길 24,37.4837409180386,127.013160778805
366,카페525,카페,4.0,4건,1,서울 서초구 효령로52길 5,37.4839440321864,127.012917836855
367,마마푸드,한식,0.0,0건,0,서울 서초구 반포대로14길 54,37.4859413703336,127.013865581091
368,로빈스베이커리 남부터미널점,"제과,베이커리",0.0,0건,5,서울 서초구 효령로68길 74 이마트에브리데이 1층,37.4856869986451,127.020747985774
369,홍연자명품김밥,분식,3.0,1건,0,서울 서초구 효령로68길 74,37.4856869986451,127.020747985774
370,삿갓촌,"육류,고기",0.0,0건,0,서울 서초구 서초중앙로8길 143,37.487689094807,127.023344650975
371,카페아리코,카페,0.0,0건,0,서울 서초구 효령로 304 지하 1층 26호,37.4847315992014,127.017803806463
372,청주본가,한식,0.0,0건,0,서울 서초구 남부순환로337길 35,37.4841114421004,127.020536908738
373,막썰어횟집,회,0.0,0건,0,서울 서초구 남부순환로335길 41,37.484308268485,127.02178848976
374,오대양참치,참치회,0.0,0건,0,서울 서초구 사임당로 39,37.4884189352008,127.014095010132
375,뜨락,분식,0.0,0건,0,서울 서초구 효령로 304,37.4847315992014,127.017803806463
376,지오,카페,0.0,0건,0,서울 서초구 서초중앙로 72,37.4881216800977,127.014931006517
377,올리브나무,카페,0.0,1건,0,서울 서초구 효령로70길 36-27,37.484815770818,127.023840006782
378,카페다임,커피전문점,0.0,0건,1,서울 서초구 서리풀3길 24 103호,37.4878630919288,127.018141728295
379,서울남부터미널 구내식당,구내식당,0.0,0건,1,서울 서초구 효령로 292 2층,37.4835466074664,127.015110886678
380,외가집,한식,3.0,2건,0,서울 서초구 남부순환로331길 6-3,37.4830040947482,127.018966372837
381,소소한펍,술집,5.0,1건,0,서울 서초구 사임당로 38,37.4880750904502,127.014262743844
382,마치래빗,패밀리레스토랑,0.0,0건,0,서울 서초구 사임당로 31,37.4882347498646,127.013488684094
383,더브라운베이커리 서초사무소,"제과,베이커리",0.0,0건,0,서울 서초구 효령로 305,37.4855294785836,127.017560221616
384,명동치킨,치킨,4.0,1건,1,서울 서초구 서초중앙로 45,37.4857832271806,127.015448732619
385,통통,한식,3.0,1건,1,서울 서초구 서초대로48길 108,37.488164949407,127.012414489663
386,전주성,중화요리,0.0,0건,0,서울 서초구 효령로 304,37.4847315992014,127.017803806463
387,나인아울스,카페,5.0,1건,1,서울 서초구 효령로68길 104,37.4853400090711,127.019216390281
388,도시락나라,도시락,0.0,0건,0,서울 서초구 사임당로12길 11,37.4885004371308,127.017120500502
389,카페인하비토모,카페,0.0,0건,1,서울 서초구 효령로 304 국제전자센터 9층 9070호,37.4847315992014,127.017803806463
390,봄cafe2019,카페,0.0,0건,0,서울 서초구 서초중앙로 50,37.4863900179681,127.015738653675
391,참호도과자 남부터미널점,간식,5.0,1건,0,서울 서초구 효령로 292 122호,37.4835466074664,127.015110886678
392,카페아미아,카페,0.0,0건,0,서울 서초구 남부순환로337가길 49 송파빌딩 3층,37.4842221155219,127.023744729785
393,남부족발,"족발,보쌈",0.0,0건,0,서울 서초구 효령로 305 1층 106호,37.4855294785836,127.017560221616
394,델리뉴스 현대슈퍼빌점,카페,0.0,0건,0,서울 서초구 서초중앙로 15,37.4830108887405,127.015641614311
395,밀크커피,카페,0.0,0건,0,서울 서초구 효령로55길 39,37.486578275487,127.014014385044
396,모모랑,카페,0.0,0건,0,서울 서초구 효령로 359,37.4873664708336,127.023207622119
397,카페일레븐,커피전문점,0.0,0건,0,서울 서초구 반포대로14길 42 1층,37.4858456414219,127.013448002236
398,한가람,"찌개,전골",0.0,0건,4,서울 서초구 효령로 304 국제전자센터 11층,37.4847315992014,127.017803806463
399,제이앤에이치푸드,음식점,0.0,0건,0,서울 서초구 반포대로16길 30,37.4863466292182,127.012374501538
400,하타다,커피전문점,4.5,2건,0,서울 서초구 효령로 314 서광빌딩1층 108호,37.4853058757741,127.018559459555
401,킹콩분식 남부터미널점,분식,0.0,0건,1,서울 서초구 효령로 262,37.4841569350922,127.012967283237
402,홈푸드,한식,5.0,1건,0,서울 서초구 효령로68길 110,37.4852738320271,127.018924772458
403,예술,"호프,요리주점",5.0,1건,1,서울 서초구 반포대로8길 5-6,37.4833822130797,127.012453383943
404,옥향의집,"육류,고기",4.0,1건,0,서울 서초구 반포대로12길 26,37.4847898270854,127.01275019151
405,드렁크829,술집,0.0,0건,1,서울 서초구 효령로55길 15,37.4854603723598,127.01420017259
406,통닭가 서초점,치킨,0.0,0건,1,서울 서초구 효령로57길 4 101호,37.4854189072992,127.017065185618
407,수도시락,도시락,0.0,0건,0,서울 서초구 효령로57길 9,37.4856567467197,127.01662099556
408,춘원산오리,오리,0.0,0건,0,서울 서초구 효령로57길 4,37.4854189072992,127.017065185618
409,블링블링 서초1호점,아이스크림,0.0,0건,0,서울 서초구 남부순환로339길 60,37.4856632268725,127.021669144238
410,이리오리,한식,0.0,0건,0,서울 서초구 효령로 305,37.4855294785836,127.017560221616
411,콩사랑,한식,1.0,3건,2,서울 서초구 반포대로14길 71,37.4869095170024,127.01450471794
412,콩이몽이카페,카페,0.0,0건,0,서울 서초구 서리풀길 4 지층,37.4868251726491,127.021140991807
413,모짜르트클럽,카페,0.0,0건,0,서울 서초구 효령로 358,37.4867000659724,127.023305560354
414,뉴욕핫도그앤커피 양재남부터미널점,패스트푸드,0.0,0건,0,서울 서초구 효령로 292 양재 남부터미널 JR글로벌아앤씨,37.4835466074664,127.015110886678
415,바른고기파는사람들 서초점,"육류,고기",0.0,0건,0,서울 서초구 효령로68길 82,37.4855376619701,127.020458377799
416,커피콩36.5도씨,커피전문점,0.0,0건,0,서울 서초구 서초중앙로 26 래미안 서초유니빌 107호,37.4846872089607,127.016991752076
417,나트랑,동남아음식,0.0,0건,0,서울 서초구 서초중앙로 42 1층,37.4858656509843,127.016257753357
418,와사라 예당점,일식,0.0,0건,2,서울 서초구 반포대로10길 35 1층 104호,37.4842424493185,127.013690467291
419,한방숯불바베큐,치킨,0.0,0건,0,서울 서초구 효령로 305,37.4855294785836,127.017560221616
420,살몬드비프,"스테이크,립",1.5,2건,0,서울 서초구 사임당로 26 1층,37.4876445587152,127.012960084157
421,숙카페,커피전문점,0.0,0건,0,서울 서초구 남부순환로333길 10,37.483161800288,127.020414200242
422,옹심이네,한식,0.0,0건,1,서울 서초구 효령로 304,37.4847315992014,127.017803806463
423,상하이,중화요리,0.0,0건,0,서울 서초구 반포대로12길 26,37.4847898270854,127.01275019151
424,우이령,한식,0.0,0건,0,서울 서초구 서초중앙로5길 10-8,37.4858654442726,127.015099594605
425,SM카페,"호프,요리주점",0.0,0건,0,서울 서초구 효령로53길 14,37.4852731799223,127.013888071085
426,카페티타임,카페,0.0,0건,0,서울 서초구 반포대로12길 29,37.4852490619679,127.012834278618
427,족삼리,한식,0.0,0건,0,서울 서초구 효령로55길 57,37.4872629612234,127.013932649965
428,제이스비스트로,이탈리안,0.0,0건,0,서울 서초구 서초중앙로5길 10-8,37.4858654442726,127.015099594605
429,페이드커피바,와인바,0.0,0건,0,서울 서초구 반포대로12길 49,37.4852911888735,127.013983164141
430,스위트가든,카페,0.0,0건,0,서울 서초구 효령로52길 12,37.4837440242743,127.012770704706
431,오뎅사께 서초점,오뎅바,0.0,0건,0,서울 서초구 효령로55길 28 브이샤르망106호,37.4861327609484,127.01447946651
432,고향밥상,한식,1.0,1건,1,서울 서초구 남부순환로339길 60,37.4856632268725,127.021669144238
433,내추럴커피 서초점,커피전문점,0.0,0건,0,서울 서초구 반포대로14길 42,37.4858456414219,127.013448002236
434,더브라이언스,카페,5.0,1건,28,서울 서초구 서초중앙로 58 피앤디 솔로빌 지하1층 B101호,37.4871437304777,127.015593855751
435,아미고,칵테일바,0.0,0건,0,서울 서초구 효령로51길 8,37.4847883103697,127.012610440826
436,퓨전포차,실내포장마차,0.0,0건,0,서울 서초구 효령로68길 66,37.4855833562834,127.021401150283
437,사랑채,한식,0.0,0건,0,서울 서초구 서초중앙로 69,37.4878376687184,127.014313467711
438,서초동 그집,실내포장마차,0.0,0건,0,서울 서초구 효령로53길 18 1층,37.4855048196074,127.013969183554
439,뷔폐식백반,한식,0.0,0건,0,서울 서초구 효령로 304,37.4847315992014,127.017803806463
440,카페더머그,커피전문점,1.0,1건,0,서울 서초구 반포대로12길 37 1층,37.4853937117376,127.013305908324
441,위스키글렌,술집,0.0,0건,0,서울 서초구 사임당로 38 1층 101호,37.4880750904502,127.014262743844
442,자매가정식백반집,한식,0.0,0건,0,서울 서초구 효령로68길 110,37.4852738320271,127.018924772458
443,클로리스홀,뷔페,2.0,1건,0,서울 서초구 서초중앙로 26,37.4846872089607,127.016991752076
444,아여수 서리풀점,한식,4.5,2건,0,서울 서초구 반포대로8길 11-10,37.4836882654257,127.012644401577
445,지유명차 교대점,전통찻집,0.0,0건,2,서울 서초구 서초중앙로12길 38 1층 101호,37.4879666875693,127.017068478883
446,하림,"육류,고기",0.0,0건,0,서울 서초구 효령로53길 21 신성B동 오피스텔 305호,37.485501901176,127.013496898963
447,정우푸드,음식점,0.0,0건,0,서울 서초구 효령로 359 송남빌딩 302,37.4873664708336,127.023207622119
448,회무로,회,0.0,0건,0,서울 서초구 효령로68길 110,37.4852738320271,127.018924772458
449,바다밥상온스테이지,일식집,5.0,2건,1,서울 서초구 효령로 264,37.4841813353084,127.01312230063
450,맛고을,한식,5.0,3건,1,서울 서초구 서초중앙로6길 7,37.4861980516193,127.016121351333
451,블루비노,양식,3.0,1건,0,서울 서초구 효령로 260,37.4840424529593,127.012634511497
452,카페파울리,카페,0.0,0건,0,서울 서초구 남부순환로333길 10,37.483161800288,127.020414200242
453,꼬꾸이 서일점,치킨,0.0,0건,1,서울 서초구 남부순환로339길 47-1 1층 102호,37.4848865537235,127.021690628752
454,열라쭈꾸미 서초점,"해물,생선",0.0,0건,0,서울 서초구 효령로68길 66,37.4855833562834,127.021401150283
455,소소야마켓,간식,0.0,0건,0,서울 서초구 사임당로8길 10 제일빌딩 1층,37.4880847799566,127.015313181369
456,샌드프레소 JW타워점,샌드위치,0.0,0건,0,서울 서초구 남부순환로 2477 JW타워 1층,37.483193101706,127.021230080623
457,시애틀,피자,0.0,0건,0,서울 서초구 반포대로14길 54,37.4859413703336,127.013865581091
458,씨앤필코리아,음식점,0.0,0건,0,서울 서초구 서초중앙로 18,37.4840476212544,127.017348668302
459,호로록국수,국수,1.0,1건,2,서울 서초구 효령로 292 남부터미널 1층 111-1호,37.4835466074664,127.015110886678
460,안동장,중화요리,0.0,0건,0,서울 서초구 사임당로 31,37.4882347498646,127.013488684094
461,빵이야기,"제과,베이커리",0.0,0건,0,서울 서초구 사임당로14길 15,37.4885650246813,127.017829139844
462,아지트,술집,0.0,0건,1,서울 서초구 서초대로48길 103,37.488442446367,127.012542081021
463,예담,한식,0.0,0건,0,서울 서초구 반포대로12길 26,37.4847898270854,127.01275019151
464,휴,카페,0.0,0건,0,서울 서초구 서초중앙로5길 10-8,37.4858654442726,127.015099594605
465,교대한분식,분식,0.0,0건,0,서울 서초구 사임당로10길 1,37.4886496230808,127.015983816637
466,카페마메,카페,0.0,0건,0,서울 서초구 효령로 307,37.4855962923795,127.01783408772
467,몽돌바당,일식,0.0,0건,0,서울 서초구 서초동 1603-3,37.4860814151729,127.016454878747
468,밀밭,국밥,0.0,0건,0,서울 서초구 효령로 304,37.4847315992014,127.017803806463
469,백년불고기,한식,0.0,0건,0,서울 서초구 효령로55길 22,37.4857996317481,127.014693666479
470,소울&그루브,"호프,요리주점",0.0,0건,0,서울 서초구 반포대로12길 26 지하1층,37.4847898270854,127.01275019151
471,전문가,한식,0.0,0건,0,서울 서초구 반포대로12길 30,37.4848247687891,127.012910639156
472,카페인 세종&세종부동산,카페,0.0,0건,0,서울 서초구 반포대로14길 71,37.4869095170024,127.01450471794
473,대청마루,한식,0.0,0건,0,서울 서초구 사임당로 28,37.4877514833018,127.01318658415
474,맛있는뷔페,뷔페,0.0,0건,0,서울 서초구 효령로 304,37.4847315992014,127.017803806463
475,진심야식당,실내포장마차,0.0,0건,0,서울 서초구 사임당로 21,37.4879304099777,127.012481502204
476,맨발의 청춘,음식점,0.0,0건,0,서울 서초구 효령로53길 18 석탑오피스텔 115,37.4855048196074,127.013969183554
477,서초 명가 버섯매운탕,음식점,0.0,0건,0,서울 서초구 남부순환로323길 59 1층,37.4835281631951,127.013398403673
478,코바 서초점,한식,0.0,0건,0,서울 서초구 효령로 316-1,37.4854201490875,127.018966531325
479,(주)씨에스종합개발,커피전문점,0.0,0건,0,서울 서초구 서초중앙로 69,37.4878376687184,127.014313467711
480,화과방 서울영업소,간식,0.0,0건,0,서울 서초구 남부순환로333길 56,37.4846317175855,127.021858571824
481,다미,한식,0.0,0건,0,서울 서초구 서초중앙로 69,37.4878376687184,127.014313467711
482,보네스뻬 남부터미널점,"제과,베이커리",0.0,0건,0,서울 서초구 효령로 304 전자센타1층,37.4847315992014,127.017803806463
483,이오포장마차,실내포장마차,0.0,0건,0,서울 서초구 효령로53길 45 1층,37.4865276721133,127.012932415371
484,홍C,"호프,요리주점",0.0,0건,0,서울 서초구 효령로 279,37.4849415024327,127.014765522044
485,범수사,일식집,0.0,0건,0,서울 서초구 효령로55길 28,37.4861327609484,127.01447946651
486,프로보노,한식,0.0,0건,0,서울 서초구 효령로 304,37.4847315992014,127.017803806463
487,비바체,술집,0.0,0건,0,서울 서초구 사임당로8길 4,37.4883932032357,127.015249245506
488,딱밥,퓨전한식,0.0,0건,0,서울 서초구 효령로 305 지하1층3호,37.4855294785836,127.017560221616
489,파티데이즈,해산물,0.0,0건,0,서울 서초구 서초중앙로2길 74,37.4848862103015,127.02109928911
490,하동녹차앤LS,전통찻집,0.0,0건,0,서울 서초구 서초중앙로 68,37.4878304573821,127.015064485727
491,맥스웰하우스,커피전문점,0.0,0건,0,서울 서초구 효령로 292,37.4835466074664,127.015110886678
492,드리옹 17,퓨전한식,0.0,0건,1,서울 서초구 남부순환로339길 60,37.4856632268725,127.021669144238
493,만랩커피,커피전문점,0.0,0건,0,서울 서초구 서초중앙로 15,37.4830108887405,127.015641614311
494,구띠에델리,카페,0.0,0건,0,서울 서초구 효령로 304 국제전자센터 11층,37.4847315992014,127.017803806463
495,아이콘,술집,0.0,0건,0,서울 서초구 효령로 307,37.4855962923795,127.01783408772
496,송쉐프 서초점,중화요리,0.0,0건,0,서울 서초구 남부순환로339길 33 1층,37.4844283409248,127.021961289697
497,오키드,술집,0.0,0건,0,서울 서초구 사임당로 25,37.4880009230794,127.012816092593
498,아이비,카페,0.0,0건,0,서울 서초구 서초중앙로5길 10-8,37.4858654442726,127.015099594605
499,맛나스넥,분식,0.0,0건,0,서울 서초구 사임당로 58 제일빌딩,37.4886519231458,127.016295331893
